trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.07999999999999918}",20,9,20.555357248760426,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.07499999999999918}",20,10,-36.999152840612474,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.06999999999999917}",20,8,19.435852164697803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.06499999999999917}",20,15,-1.822962721739318,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.05999999999999917}",20,0,31.437000780294767,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.054999999999999175}",25,7,-7.94610953523053,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.04999999999999918}",20,7,22.990807203679566,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.5, 'e': 0.04499999999999918}",20,8,23.773203114084026,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.5, 'e': 0.03999999999999918}",20,0,29.99100739967895,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0.5, 'e': 0.034999999999999185}",20,16,8.588251008309339,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.5, 'e': 0.029999999999999184}",30,23,12.284713528194171,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.5, 'e': 0.024999999999999183}",20,12,15.639922724987414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.5, 'e': 0.01999999999999918}",20,3,16.098622302093737,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
7,True,"{'a': 0.5, 'e': 0.01499999999999918}",30,12,-8.071714268131565,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
8,True,"{'a': 0.5, 'e': 0.00999999999999918}",25,16,17.68909903656007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.5, 'e': 0.00499999999999918}",20,11,-40.52118319472252,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
10,True,"{'a': 0.5, 'e': -8.205242041370298e-16}",20,10,17.470333659819865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
